x,USD Growth,JPY Growth
21/12/01,1.60%,1.40%
20/12/01,0.30%,-0.70%
19/12/01,0.10%,-0.30%
18/12/01,0.30%,0.50%
17/12/01,0.40%,0.40%
14/12/01,-0.40%,-0.50%
13/12/01,-0.50%,-1.50%
12/12/01,-0.40%,-0.60%
11/12/01,-0.30%,-0.30%
10/12/01,-0.70%,-0.40%
07/12/01,0.70%,-0.30%
06/12/01,-0.20%,-0.70%
05/12/01,0.30%,0.10%
04/12/01,-0.20%,-0.30%
03/12/01,0.30%,-0.30%
30/11/01,-0.30%,-0.10%
29/11/01,-0.10%,-0.80%
28/11/01,-0.60%,-0.30%
27/11/01,-0.50%,0.00%
26/11/01,0.30%,0.30%
23/11/01,-0.30%,-0.20%
22/11/01,-0.20%,-0.40%
21/11/01,0.10%,-0.60%
20/11/01,0.40%,0.40%
19/11/01,-0.40%,0.00%
16/11/01,0.60%,0.00%
15/11/01,-0.20%,-0.50%
14/11/01,-0.20%,-0.70%
13/11/01,0.40%,-0.10%
12/11/01,0.90%,0.50%
09/11/01,0.10%,-0.20%
08/11/01,0.50%,0.70%
07/11/01,0.50%,0.70%
06/11/01,-0.60%,-0.50%
05/11/01,0.00%,0.80%
02/11/01,1.10%,0.70%
01/11/01,0.50%,0.60%
31/10/01,-0.60%,-0.30%
30/10/01,0.20%,0.00%
29/10/01,-0.70%,-0.40%
26/10/01,-1.00%,-0.60%
25/10/01,-0.20%,0.30%
24/10/01,0.30%,-0.10%
23/10/01,-0.30%,-0.40%
22/10/01,0.90%,0.10%
19/10/01,0.40%,-0.10%
18/10/01,0.20%,0.10%
17/10/01,0.00%,0.50%
16/10/01,0.30%,0.30%
15/10/01,0.50%,-0.20%
12/10/01,-0.60%,-0.10%
11/10/01,0.20%,-0.10%
10/10/01,0.80%,0.10%
09/10/01,0.60%,0.90%
08/10/01,0.20%,-0.20%
05/10/01,-0.40%,0.00%
04/10/01,-0.60%,-0.30%
03/10/01,1.00%,1.40%
02/10/01,-0.20%,-0.70%
01/10/01,-0.70%,-1.40%
28/09/01,0.10%,-0.20%
27/09/01,0.80%,0.70%
26/09/01,0.20%,-1.00%
25/09/01,-0.50%,-1.00%
24/09/01,-0.10%,-0.10%
21/09/01,0.40%,-0.30%
20/09/01,0.60%,0.90%
19/09/01,0.00%,0.60%
18/09/01,0.00%,-0.30%
17/09/01,0.10%,0.10%
14/09/01,-0.50%,-0.30%
13/09/01,-1.70%,-0.40%
12/09/01,-0.10%,0.30%
11/09/01,-1.00%,1.10%
10/09/01,0.90%,-0.20%
07/09/01,-1.10%,-0.70%
06/09/01,-1.10%,-0.90%
05/09/01,0.40%,-0.40%
04/09/01,0.90%,0.20%
03/09/01,1.10%,0.80%
31/08/01,0.90%,0.70%
30/08/01,-0.70%,0.30%
29/08/01,0.30%,0.00%
28/08/01,-0.90%,-0.20%
27/08/01,0.50%,0.40%
24/08/01,0.20%,0.30%
23/08/01,0.00%,0.10%
22/08/01,1.10%,0.70%
21/08/01,-1.00%,-0.90%
20/08/01,0.20%,0.70%
17/08/01,-0.10%,0.10%
16/08/01,0.10%,-0.60%
15/08/01,-0.30%,0.00%
14/08/01,-1.60%,0.40%
13/08/01,0.30%,-0.60%
10/08/01,-0.60%,0.00%
09/08/01,-0.90%,-0.10%
08/08/01,-1.00%,-1.10%
07/08/01,0.10%,0.70%
06/08/01,0.40%,0.30%
03/08/01,0.00%,0.00%
02/08/01,-0.20%,0.00%
01/08/01,0.30%,0.80%
31/07/01,-0.70%,-0.50%
30/07/01,0.00%,0.10%
27/07/01,0.20%,-0.70%
26/07/01,0.00%,-0.10%
25/07/01,0.30%,0.30%
24/07/01,-1.00%,-0.80%
23/07/01,-0.40%,-0.40%
20/07/01,1.20%,0.70%
19/07/01,-0.60%,-0.60%
18/07/01,-1.10%,0.10%
17/07/01,-1.30%,-1.10%
16/07/01,0.80%,0.80%
13/07/01,-0.50%,-1.20%
12/07/01,0.00%,0.00%
11/07/01,0.90%,1.00%
10/07/01,-0.80%,0.10%
09/07/01,-1.00%,-1.00%
06/07/01,-0.90%,-0.50%
05/07/01,0.50%,0.10%
04/07/01,0.40%,-0.50%
03/07/01,0.50%,0.30%
02/07/01,-0.50%,-0.30%
29/06/01,0.30%,0.20%
28/06/01,0.40%,0.70%
27/06/01,1.30%,0.80%
26/06/01,-0.10%,-0.30%
25/06/01,0.00%,0.00%
22/06/01,-0.90%,-0.70%
21/06/01,0.30%,0.10%
20/06/01,-0.50%,-1.10%
19/06/01,0.60%,0.40%
18/06/01,0.20%,0.30%
15/06/01,0.90%,-0.90%
14/06/01,-2.00%,-1.20%
13/06/01,0.60%,0.70%
12/06/01,-0.80%,-1.10%
11/06/01,0.20%,0.20%
08/06/01,-0.30%,-1.20%
07/06/01,0.00%,-0.40%
06/06/01,0.90%,1.40%
05/06/01,-0.90%,-1.60%
04/06/01,0.60%,0.50%
01/06/01,-0.40%,-1.30%
31/05/01,0.00%,0.40%
30/05/01,0.90%,1.80%
29/05/01,-0.10%,0.10%
28/05/01,0.40%,1.10%
25/05/01,0.10%,-0.40%
24/05/01,0.20%,-0.40%
23/05/01,-0.20%,0.80%
22/05/01,1.20%,2.80%
21/05/01,0.80%,0.80%
18/05/01,0.30%,0.50%
17/05/01,0.40%,0.20%
16/05/01,0.20%,0.60%
15/05/01,-0.70%,-0.80%
14/05/01,-0.30%,-0.70%
11/05/01,0.30%,-0.30%
10/05/01,0.90%,0.80%
09/05/01,-0.30%,-0.60%
08/05/01,0.40%,0.70%
07/05/01,0.60%,0.00%
04/05/01,0.20%,0.00%
03/05/01,-0.40%,0.00%
02/05/01,0.00%,0.50%
30/04/01,-0.30%,0.80%
27/04/01,1.70%,2.10%
26/04/01,-0.10%,-1.50%
25/04/01,-0.70%,-0.70%
24/04/01,0.30%,-0.40%
23/04/01,0.30%,0.50%
20/04/01,-0.10%,0.40%
19/04/01,-1.80%,-2.40%
18/04/01,-0.60%,0.30%
17/04/01,0.10%,0.90%
12/04/01,0.70%,0.20%
11/04/01,-0.10%,0.70%
10/04/01,1.20%,1.40%
09/04/01,0.80%,1.30%
06/04/01,-0.90%,-1.30%
05/04/01,0.90%,0.60%
04/04/01,0.10%,1.30%
03/04/01,-2.10%,-1.90%
02/04/01,-0.80%,-0.50%
30/03/01,0.70%,-0.10%
29/03/01,0.10%,-1.60%
28/03/01,0.20%,-1.10%
27/03/01,1.00%,2.20%
26/03/01,-0.20%,-0.10%
23/03/01,-0.10%,-0.40%
22/03/01,-0.40%,0.50%
21/03/01,1.10%,0.90%
20/03/01,0.30%,-0.50%
19/03/01,-0.30%,-0.70%
16/03/01,-0.50%,0.00%
15/03/01,1.30%,0.60%
14/03/01,1.30%,-0.40%
13/03/01,0.20%,0.20%
12/03/01,0.80%,1.10%
09/03/01,0.90%,0.20%
08/03/01,-0.50%,-0.30%
07/03/01,-0.10%,0.00%
06/03/01,-0.30%,-1.30%
05/03/01,0.30%,1.10%
02/03/01,0.60%,0.40%
01/03/01,-1.00%,-2.50%
28/02/01,-0.20%,-0.20%
27/02/01,-0.90%,-1.90%
26/02/01,-0.60%,-0.30%
23/02/01,-0.50%,-0.30%
22/02/01,-0.10%,-0.40%
21/02/01,1.00%,1.30%
20/02/01,-0.80%,-1.70%
19/02/01,1.60%,1.80%
16/02/01,-1.10%,-1.70%
15/02/01,-0.30%,0.60%
14/02/01,1.00%,1.00%
13/02/01,1.10%,1.90%
12/02/01,0.10%,0.60%
09/02/01,-0.70%,-0.80%
08/02/01,-0.10%,-1.20%
07/02/01,1.10%,1.30%
06/02/01,0.00%,-1.20%
05/02/01,1.10%,1.60%
02/02/01,-0.20%,-0.30%
01/02/01,0.00%,0.20%
31/01/01,-1.20%,-0.80%
30/01/01,-1.00%,-0.50%
29/01/01,0.00%,-0.20%
26/01/01,0.40%,0.50%
25/01/01,-0.90%,-0.50%
24/01/01,1.60%,2.50%
23/01/01,1.20%,0.40%
22/01/01,-1.20%,-1.80%
19/01/01,1.20%,2.20%
18/01/01,0.00%,0.60%
17/01/01,-0.10%,-0.60%
16/01/01,0.20%,0.60%
15/01/01,0.20%,0.60%
12/01/01,1.20%,0.40%
11/01/01,-0.20%,-0.50%
10/01/01,-1.20%,-2.20%
09/01/01,-0.10%,-0.50%
08/01/01,1.00%,1.60%
05/01/01,0.50%,0.60%
04/01/01,-0.90%,-2.70%
03/01/01,0.80%,0.60%
02/01/01,-1.10%,-0.60%
29/12/00,-1.30%,-1.20%
28/12/00,-0.20%,-0.50%
27/12/00,0.30%,-0.30%
22/12/00,-0.80%,-2.20%
21/12/00,-1.00%,-1.40%
20/12/00,-1.00%,-0.30%
19/12/00,-1.70%,-2.00%
18/12/00,0.70%,0.60%
15/12/00,0.20%,0.40%
14/12/00,-1.60%,-1.40%
13/12/00,-1.00%,-1.20%
12/12/00,0.40%,-0.50%
11/12/00,0.30%,-0.40%
08/12/00,1.00%,1.30%
07/12/00,0.50%,0.20%
06/12/00,-1.30%,-1.20%
05/12/00,-0.20%,-0.20%
04/12/00,1.10%,1.10%
01/12/00,-1.90%,-0.90%
30/11/00,-0.60%,-1.30%
29/11/00,-0.40%,-1.50%
28/11/00,-1.00%,-0.50%
27/11/00,-1.80%,-1.20%
24/11/00,0.40%,0.40%
23/11/00,-0.10%,-0.90%
22/11/00,0.00%,-0.50%
21/11/00,0.50%,0.90%
20/11/00,0.20%,-0.60%
17/11/00,0.60%,0.30%
16/11/00,0.40%,0.40%
15/11/00,0.30%,-0.10%
14/11/00,-0.20%,-0.70%
13/11/00,0.40%,0.20%
10/11/00,0.60%,0.60%
09/11/00,-1.60%,-2.00%
08/11/00,0.30%,0.70%
07/11/00,0.30%,-0.10%
06/11/00,0.90%,0.80%
03/11/00,0.70%,0.80%
02/11/00,-1.00%,0.00%
01/11/00,-1.10%,-0.90%
31/10/00,-1.60%,-1.00%
30/10/00,0.80%,0.40%
27/10/00,-1.90%,-1.80%
26/10/00,-0.90%,-1.40%
25/10/00,0.70%,0.60%
24/10/00,1.00%,1.10%
23/10/00,-0.10%,0.30%
20/10/00,0.90%,1.20%
19/10/00,-0.50%,-1.20%
18/10/00,1.40%,1.50%
17/10/00,-0.30%,-0.60%
16/10/00,0.20%,0.40%
13/10/00,1.40%,1.00%
12/10/00,0.20%,0.00%
11/10/00,0.80%,1.30%
10/10/00,0.00%,0.00%
09/10/00,-0.30%,0.60%
06/10/00,0.10%,0.10%
05/10/00,1.00%,1.20%
04/10/00,-0.60%,-0.70%
03/10/00,0.40%,-0.20%
02/10/00,0.40%,0.40%
29/09/00,-0.40%,-0.60%
28/09/00,0.80%,0.00%
27/09/00,0.30%,0.50%
26/09/00,-1.20%,-1.60%
25/09/00,0.10%,0.40%
22/09/00,1.40%,1.50%
21/09/00,-4.10%,-5.30%
20/09/00,-0.60%,-0.50%
19/09/00,0.80%,1.10%
18/09/00,-0.20%,-0.20%
15/09/00,1.00%,1.70%
14/09/00,0.90%,0.60%
13/09/00,-0.40%,-0.30%
12/09/00,-0.50%,-1.40%
11/09/00,-0.10%,-0.20%
08/09/00,1.50%,1.00%
07/09/00,-0.70%,-1.10%
06/09/00,1.60%,2.30%
05/09/00,0.80%,1.00%
04/09/00,1.30%,1.00%
01/09/00,-1.10%,-0.40%
31/08/00,0.00%,0.00%
30/08/00,0.00%,0.00%
29/08/00,0.60%,0.70%
28/08/00,0.50%,0.50%
25/08/00,0.20%,0.80%
24/08/00,-0.10%,0.00%
23/08/00,-1.00%,-1.00%
22/08/00,0.60%,1.60%
21/08/00,0.60%,0.40%
18/08/00,1.20%,1.80%
17/08/00,0.10%,-0.30%
16/08/00,-0.70%,-0.70%
15/08/00,0.50%,1.40%
14/08/00,-1.20%,-1.20%
11/08/00,1.30%,0.70%
10/08/00,-1.10%,-1.40%
09/08/00,-0.60%,-1.10%
08/08/00,0.80%,1.40%
07/08/00,0.40%,0.70%
04/08/00,-0.60%,-0.80%
03/08/00,0.00%,-0.20%
02/08/00,1.30%,2.00%
01/08/00,1.30%,1.80%
31/07/00,-0.20%,-0.50%
28/07/00,0.40%,0.20%
27/07/00,1.20%,1.00%
26/07/00,0.00%,0.20%
25/07/00,0.20%,0.30%
24/07/00,-0.80%,-1.10%
21/07/00,0.30%,-0.10%
20/07/00,-1.50%,-1.80%
19/07/00,0.00%,-0.10%
18/07/00,1.50%,1.30%
17/07/00,0.00%,0.70%
14/07/00,-0.10%,-0.80%
13/07/00,0.10%,-0.70%
12/07/00,1.60%,2.20%
11/07/00,0.30%,-0.50%
10/07/00,0.00%,0.00%
07/07/00,-0.40%,0.00%
06/07/00,0.60%,0.60%
05/07/00,-0.10%,-0.70%
04/07/00,-0.50%,-0.90%
03/07/00,0.10%,-0.20%
30/06/00,0.70%,0.00%
29/06/00,-0.50%,-1.00%
28/06/00,-0.90%,0.00%
27/06/00,-0.10%,-0.40%
26/06/00,-0.80%,-0.80%
23/06/00,0.90%,-0.30%
22/06/00,-0.10%,1.00%
21/06/00,0.70%,0.70%
20/06/00,0.70%,0.90%
19/06/00,1.10%,1.20%
16/06/00,-0.80%,-0.20%
15/06/00,-0.40%,-0.70%
14/06/00,1.20%,1.60%
13/06/00,-0.60%,-0.50%
12/06/00,-0.60%,-0.50%
09/06/00,-0.40%,-0.10%
08/06/00,1.90%,0.70%
07/06/00,-1.20%,-1.10%
06/06/00,-0.70%,0.20%
05/06/00,-0.50%,0.30%
02/06/00,-0.80%,0.10%
01/06/00,-0.30%,-0.20%
31/05/00,-0.30%,-1.50%
30/05/00,0.60%,-0.10%
29/05/00,-1.00%,-0.50%
26/05/00,-1.30%,-1.10%
25/05/00,-1.80%,-1.40%
24/05/00,1.30%,0.80%
23/05/00,0.10%,-0.30%
22/05/00,-1.20%,-0.80%
19/05/00,-1.40%,-0.90%
18/05/00,0.80%,2.00%
17/05/00,-0.20%,0.40%
16/05/00,1.60%,0.90%
15/05/00,0.90%,1.20%
12/05/00,-1.30%,-2.10%
11/05/00,0.60%,0.50%
10/05/00,0.30%,0.60%
09/05/00,-1.40%,-0.90%
08/05/00,-0.30%,-1.10%
05/05/00,0.40%,0.00%
04/05/00,-0.40%,0.10%
03/05/00,-0.40%,0.10%
02/05/00,2.30%,1.70%
28/04/00,-0.30%,-1.70%
27/04/00,0.90%,0.10%
26/04/00,0.30%,0.30%
25/04/00,1.20%,0.30%
20/04/00,0.80%,0.20%
19/04/00,0.90%,0.40%
18/04/00,0.40%,0.20%
17/04/00,0.80%,0.40%
14/04/00,-0.30%,1.50%
13/04/00,0.00%,0.20%
12/04/00,0.40%,0.00%
11/04/00,0.20%,1.50%
10/04/00,0.00%,-0.70%
07/04/00,-0.30%,-1.20%
06/04/00,0.60%,0.30%
05/04/00,0.50%,0.70%
04/04/00,-1.40%,-1.00%
03/04/00,0.30%,-0.50%
31/03/00,-0.10%,-1.70%
30/03/00,0.00%,1.80%
29/03/00,0.10%,0.40%
28/03/00,0.80%,1.80%
27/03/00,0.70%,1.20%
24/03/00,0.00%,0.30%
23/03/00,-0.60%,-0.20%
22/03/00,-0.50%,-1.00%
21/03/00,1.00%,0.60%
20/03/00,0.10%,0.20%
17/03/00,-0.40%,-1.30%
16/03/00,-0.10%,-0.60%
15/03/00,-0.20%,0.00%
14/03/00,-0.30%,-0.80%
13/03/00,1.00%,1.30%
10/03/00,-1.10%,0.00%
09/03/00,0.00%,0.20%
08/03/00,-0.80%,-0.20%
07/03/00,0.50%,0.70%
06/03/00,0.50%,0.50%
03/03/00,0.20%,0.70%
02/03/00,0.70%,0.20%
01/03/00,-0.60%,0.30%
29/02/00,0.50%,2.10%
28/02/00,-0.80%,-1.50%
25/02/00,1.80%,3.40%
24/02/00,0.90%,0.70%
23/02/00,1.70%,2.10%
22/02/00,-0.50%,-0.70%
21/02/00,-1.60%,-1.20%
18/02/00,0.00%,-0.40%
17/02/00,0.60%,0.00%
16/02/00,-1.20%,-2.10%
15/02/00,-0.30%,-0.50%
14/02/00,0.90%,0.40%
11/02/00,-0.70%,0.50%
10/02/00,0.70%,-0.30%
09/02/00,0.70%,1.00%
08/02/00,-0.30%,-0.20%
07/02/00,-1.40%,-1.80%
04/02/00,0.70%,0.00%
03/02/00,-0.90%,-0.20%
02/02/00,-0.30%,-0.30%
01/02/00,-0.10%,-0.80%
31/01/00,0.80%,0.00%
28/01/00,0.60%,-0.80%
27/01/00,1.30%,1.60%
26/01/00,0.40%,0.60%
25/01/00,-0.10%,-0.30%
24/01/00,0.20%,-0.10%
21/01/00,0.70%,0.00%
20/01/00,-0.10%,0.90%
19/01/00,0.20%,0.50%
18/01/00,-0.10%,-0.50%
17/01/00,0.00%,-0.60%
14/01/00,1.30%,2.10%
13/01/00,0.50%,0.80%
12/01/00,0.30%,0.20%
11/01/00,-0.50%,-0.20%
10/01/00,-0.30%,-1.50%
07/01/00,0.50%,0.80%
06/01/00,1.00%,0.60%
05/01/00,-0.20%,-1.30%
04/01/00,-0.60%,-1.40%
03/01/00,-2.10%,-3.00%
30/12/99,-0.40%,0.00%
29/12/99,0.30%,0.30%
28/12/99,0.20%,0.10%
27/12/99,0.40%,0.60%
24/12/99,0.10%,0.50%
23/12/99,-0.50%,-1.70%
22/12/99,-0.10%,0.00%
21/12/99,0.10%,0.60%
20/12/99,0.10%,0.70%
17/12/99,0.30%,0.80%
16/12/99,0.20%,-0.20%
15/12/99,-1.20%,-0.70%
14/12/99,0.20%,0.30%
13/12/99,0.90%,-0.10%
10/12/99,0.10%,-0.10%
09/12/99,0.30%,0.60%
08/12/99,0.60%,0.90%
07/12/99,0.00%,-0.30%
06/12/99,-0.60%,-0.40%
03/12/99,-1.60%,-2.00%
02/12/99,0.40%,0.40%
01/12/99,0.30%,0.30%
30/11/99,0.10%,-0.30%
29/11/99,-0.20%,-0.20%
26/11/99,0.20%,2.00%
25/11/99,0.90%,1.30%
24/11/99,0.20%,0.30%
23/11/99,1.00%,1.30%
22/11/99,0.00%,0.30%
19/11/99,-0.30%,0.70%
18/11/99,1.00%,0.50%
17/11/99,0.30%,0.00%
16/11/99,-0.70%,-0.10%
15/11/99,-0.30%,-1.30%
12/11/99,0.10%,0.20%
11/11/99,1.00%,1.00%
10/11/99,0.00%,0.00%
09/11/99,0.20%,0.00%
08/11/99,-0.20%,0.90%
05/11/99,0.00%,-0.50%
04/11/99,0.90%,0.20%
03/11/99,-0.10%,-0.80%
02/11/99,0.20%,0.90%
01/11/99,0.60%,0.10%
29/10/99,-1.10%,-0.60%
28/10/99,0.80%,0.20%
27/10/99,0.20%,0.00%
26/10/99,0.80%,1.40%
25/10/99,0.50%,1.20%
22/10/99,0.70%,0.90%
21/10/99,0.40%,0.80%
20/10/99,-0.20%,-0.10%
19/10/99,0.40%,-0.10%
18/10/99,0.50%,-0.10%
15/10/99,0.00%,0.80%
14/10/99,-1.00%,-0.20%
13/10/99,0.20%,1.10%
12/10/99,-1.00%,-2.40%
11/10/99,-0.30%,0.00%
08/10/99,0.20%,1.00%
07/10/99,0.70%,0.80%
06/10/99,0.10%,0.10%
05/10/99,-0.50%,-1.40%
04/10/99,0.30%,-0.30%
01/10/99,0.10%,-0.30%
30/09/99,-0.60%,-0.50%
29/09/99,-1.00%,0.20%
28/09/99,-0.80%,-1.40%
27/09/99,-0.70%,-1.50%
24/09/99,0.60%,-0.20%
23/09/99,-0.40%,-0.90%
22/09/99,0.80%,0.90%
21/09/99,-1.20%,-0.70%
20/09/99,0.20%,3.10%
17/09/99,-0.10%,-1.30%
16/09/99,-0.20%,-2.30%
15/09/99,0.00%,-0.10%
14/09/99,-0.10%,2.10%
13/09/99,-0.20%,-0.40%
10/09/99,1.70%,4.70%
09/09/99,0.70%,0.30%
08/09/99,0.20%,1.80%
07/09/99,-0.50%,0.00%
06/09/99,0.30%,-1.00%
03/09/99,0.80%,0.90%
02/09/99,-0.20%,-1.00%
01/09/99,-0.50%,-0.10%
31/08/99,-0.40%,-0.40%
30/08/99,-1.10%,0.50%
27/08/99,0.00%,0.50%
26/08/99,0.00%,-0.30%
25/08/99,-0.20%,-0.60%
24/08/99,0.80%,1.50%
23/08/99,0.90%,0.50%
20/08/99,0.60%,1.00%
19/08/99,-1.40%,-1.80%
18/08/99,0.00%,1.60%
17/08/99,0.10%,1.20%
16/08/99,0.20%,0.80%
13/08/99,1.10%,0.90%
12/08/99,-0.30%,0.70%
11/08/99,0.30%,-0.30%
10/08/99,0.60%,0.30%
09/08/99,-0.30%,0.10%
06/08/99,0.30%,-0.20%
05/08/99,0.50%,0.20%
04/08/99,-0.30%,0.00%
03/08/99,-1.10%,-0.60%
02/08/99,0.20%,-0.70%
30/07/99,0.30%,1.10%
29/07/99,-0.10%,0.00%
28/07/99,-0.70%,0.00%
27/07/99,0.20%,0.90%
26/07/99,0.70%,-0.40%
23/07/99,-1.90%,-1.50%
22/07/99,0.00%,1.70%
21/07/99,-0.40%,0.10%
20/07/99,-0.50%,-0.90%
19/07/99,-2.50%,-1.20%
16/07/99,0.60%,1.30%
15/07/99,0.00%,-0.10%
14/07/99,-0.30%,-0.10%
13/07/99,0.10%,0.70%
12/07/99,-0.60%,0.00%
09/07/99,0.80%,0.70%
08/07/99,-0.20%,0.00%
07/07/99,0.40%,0.00%
06/07/99,0.00%,0.10%
05/07/99,0.10%,0.20%
02/07/99,0.10%,-1.00%
01/07/99,0.20%,0.20%
30/06/99,0.60%,0.60%
29/06/99,0.30%,0.40%
28/06/99,0.20%,0.50%
25/06/99,0.50%,0.70%
24/06/99,-1.20%,-0.60%
23/06/99,-0.40%,-0.40%
22/06/99,0.30%,0.00%
21/06/99,0.30%,0.60%
18/06/99,0.50%,-1.40%
17/06/99,-0.50%,-0.40%
16/06/99,0.00%,0.30%
15/06/99,0.50%,0.70%
14/06/99,0.40%,0.10%
11/06/99,0.40%,-1.10%
10/06/99,0.00%,0.30%
09/06/99,-0.10%,0.00%
08/06/99,-0.80%,1.20%
07/06/99,-0.70%,-1.00%
04/06/99,0.00%,0.60%
03/06/99,0.60%,0.30%
02/06/99,0.00%,-0.10%
01/06/99,0.50%,0.50%
31/05/99,0.20%,0.70%
28/05/99,0.20%,-0.40%
27/05/99,-0.10%,1.10%
26/05/99,0.60%,0.60%
25/05/99,0.90%,1.30%
24/05/99,-0.40%,0.30%
21/05/99,-0.10%,0.30%
20/05/99,0.60%,0.70%
19/05/99,0.00%,0.20%
18/05/99,0.50%,-0.60%
17/05/99,0.00%,-0.10%
14/05/99,-0.10%,-0.50%
13/05/99,-0.50%,-1.20%
12/05/99,0.20%,-0.20%
11/05/99,0.80%,0.80%
10/05/99,0.00%,-0.10%
07/05/99,0.50%,0.20%
06/05/99,0.10%,0.40%
05/05/99,-1.20%,-1.40%
04/05/99,-1.00%,-0.60%
03/05/99,0.20%,-0.90%
30/04/99,0.10%,0.00%
29/04/99,0.10%,-0.60%
28/04/99,0.60%,0.70%
27/04/99,-0.30%,0.20%
26/04/99,-0.20%,-0.90%
23/04/99,0.20%,0.80%
22/04/99,-0.50%,-0.20%
21/04/99,0.00%,-0.50%
20/04/99,0.60%,-0.60%
19/04/99,-0.10%,0.20%
16/04/99,0.30%,0.40%
15/04/99,1.10%,1.50%
14/04/99,0.00%,0.40%
13/04/99,-0.20%,0.90%
12/04/99,0.90%,0.50%
09/04/99,-0.80%,0.40%
08/04/99,0.40%,-0.20%
07/04/99,-0.10%,0.60%
06/04/99,-0.80%,-1.00%
05/04/99,0.20%,0.40%
02/04/99,0.20%,-0.50%
01/04/99,0.00%,-0.90%
31/03/99,-0.30%,-0.70%
30/03/99,-0.30%,0.80%
29/03/99,-0.20%,-0.10%
26/03/99,1.20%,0.10%
25/03/99,0.80%,-0.20%
24/03/99,0.30%,0.00%
23/03/99,-0.30%,0.30%
22/03/99,-0.30%,-0.70%
19/03/99,0.50%,0.00%
18/03/99,0.90%,1.40%
17/03/99,-0.40%,0.30%
16/03/99,-0.60%,-1.20%
15/03/99,0.40%,0.20%
12/03/99,-0.20%,1.50%
11/03/99,-0.40%,0.20%
10/03/99,0.60%,0.60%
09/03/99,-0.80%,0.50%
08/03/99,0.40%,0.20%
05/03/99,-0.70%,0.30%
04/03/99,0.30%,0.50%
03/03/99,0.30%,-1.30%
02/03/99,-0.10%,-0.60%
01/03/99,0.90%,-0.20%
26/02/99,0.30%,0.20%
25/02/99,0.10%,1.20%
24/02/99,0.10%,0.70%
23/02/99,-0.60%,-0.50%
22/02/99,0.20%,0.40%
19/02/99,1.60%,0.30%
18/02/99,0.60%,0.30%
17/02/99,0.20%,-0.70%
16/02/99,-0.70%,-1.20%
15/02/99,0.60%,-1.90%
12/02/99,0.10%,-0.30%
11/02/99,0.60%,0.30%
10/02/99,0.30%,1.10%
09/02/99,-0.10%,-0.60%
08/02/99,-0.80%,-1.60%
05/02/99,0.40%,0.10%
04/02/99,-0.30%,-0.20%
03/02/99,0.70%,-0.60%
02/02/99,0.00%,0.70%
01/02/99,0.00%,2.50%
29/01/99,0.40%,0.90%
28/01/99,0.20%,0.10%
27/01/99,1.00%,-0.30%
26/01/99,0.50%,-0.10%
25/01/99,0.00%,0.20%
22/01/99,-0.10%,-0.20%
21/01/99,0.00%,-1.20%
20/01/99,0.00%,1.00%
19/01/99,0.40%,0.40%
18/01/99,0.00%,0.60%
15/01/99,0.10%,-0.90%
14/01/99,0.20%,0.80%
13/01/99,0.80%,-0.60%
12/01/99,-1.90%,-1.70%
11/01/99,0.40%,-2.50%
08/01/99,0.80%,3.00%
07/01/99,-0.20%,-0.50%
06/01/99,1.00%,1.50%
05/01/99,0.40%,-0.40%
04/01/99,0.00%,2.10%
